                ****************************************
                                VPA-2BOX                
                BOOTSTRAP ESTIMATES OF BIAS AND VARIANCE
                ****************************************


BFT East 55-06 test                               
12:14, 16 September 2010


 *************************************************
 BIAS AND STANDARD ERROR ESTIMATES
 *************************************************


TABLE 1A. BIAS OF FISHING MORTALITY RATE FOR EAST OF 45                                        
=============================================================================
        1      2      3      4      5      6      7      8      9     10
-----------------------------------------------------------------------------
    3   1962   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1963   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1964   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1965   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1966   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1967   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1968   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1969   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1970   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1971   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1972   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1973   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1974   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1975   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1976   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1977   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1978   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1979   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1980   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1981   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1982   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1983   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1984   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1985   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1986   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1987   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1988   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1989   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1990   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1991   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1992   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1993   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1994   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1995   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1996   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1997   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1998   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   1999   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2000   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2001   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2002   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2003   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2004   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2005   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2006   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2007   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2008   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    3   2009   0.868E-06  0.885E-06 -0.393E-06  0.166E-06  18.8
    4   1950   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1951   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1952   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1953   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1954   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1955   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1956   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1957   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1958   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1959   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1960   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1961   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1962   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1963   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1964   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1965   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1966   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1967   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1968   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1969   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1970   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1971   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1972   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1973   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1974   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1975   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1976   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1977   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1978   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1979   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1980   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1981   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1982   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1983   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1984   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1985   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1986   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1987   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1988   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1989   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1990   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1991   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1992   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1993   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1994   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1995   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1996   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1997   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1998   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   1999   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2000   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2001   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2002   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2003   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2004   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2005   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2006   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2007   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2008   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    4   2009   0.145E-05  0.147E-05 -0.769E-06  0.251E-06  17.1
    5   1950   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1951   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1952   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1953   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1954   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1955   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1956   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1957   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1958   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1959   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1960   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1961   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1962   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1963   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1964   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1965   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1966   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1967   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1968   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1969   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1970   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1971   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1972   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1973   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1974   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1975   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1976   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1977   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1978   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1979   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1980   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1981   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    5   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1950   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1951   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1952   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1953   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1954   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1955   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1956   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1957   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1958   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1959   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1960   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1961   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1962   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1963   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1964   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1965   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1966   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1967   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1968   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1969   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1970   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1971   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1972   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1973   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1974   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1975   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1976   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1977   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1978   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1979   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1980   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1981   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    6   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    7   1950   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1951   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1952   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1953   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1954   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1955   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1956   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1957   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1958   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1959   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1960   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1961   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1962   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1963   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1964   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1965   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1966   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1967   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1968   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1969   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1970   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1971   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1972   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1973   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1974   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1975   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1976   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1977   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1978   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1979   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1980   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1981   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1982   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1983   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1984   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1985   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1986   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1987   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1988   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1989   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1990   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1991   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1992   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1993   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1994   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1995   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1996   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1997   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1998   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   1999   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2000   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2001   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2002   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2003   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2004   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2005   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2006   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2007   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2008   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    7   2009   0.122E-05  0.126E-05 -0.858E-07  0.986E-07   7.8
    8   1950   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1951   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1952   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1953   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1954   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1955   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1956   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1957   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1958   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1959   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1960   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1961   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1962   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1963   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1964   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1965   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1966   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1967   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1968   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1969   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1970   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1971   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1972   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1973   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1974   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1975   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1976   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1977   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1978   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1979   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1980   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1981   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1982   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1983   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1984   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1985   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1986   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1987   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1988   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1989   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1990   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1991   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1992   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1993   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1994   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1995   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1996   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1997   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1998   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   1999   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2000   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2001   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2002   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2003   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2004   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2005   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2006   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2007   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2008   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    8   2009   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1950   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1951   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1952   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1953   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1954   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1955   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1956   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1957   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1958   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
    9   1959   0.000E+00  0.000E+00  0.000E+00  0.000E+00   0.0
