InProcID,SpeciesCode,YearC,FlagName,FleetCode,GearGrpCode,GearCode,FreqTypeCode,SzInterval,FreqsGroup,SizeInfoCode,StrataID,TimePeriodCatch,TimeStrata,Stock,SampAreaCode,GeoStrata,QuadID,Lat,Lon,ClassFrq,Nr
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,84,2
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,86,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,88,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,90,3
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,92,7
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,94,5
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,96,7
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,98,7
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,100,9
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,102,6
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,104,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,106,2
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,108,2
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,112,3
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3624,1,mm,MED,AL35,1x1,1,33,35,114,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,86,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,92,1
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,96,3
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,98,5
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,100,5
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,102,13
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,104,11
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,106,6
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,108,4
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,110,4
1027,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3738,7,mm,MED,AL35,ICCAT,0,0,0,112,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,52,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,56,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,58,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,60,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,62,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,64,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,66,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,68,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,70,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,72,6
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,74,8
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,76,5
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,78,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,82,4
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,84,5
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,86,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,88,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,90,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,92,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,94,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3661,3,mm,MED,AL35,1x1,1,39,1,96,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,62,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,64,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,66,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,68,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,70,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,76,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,78,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,80,3
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,82,3
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,84,5
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,86,13
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,88,3
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,90,6
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,92,3
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,94,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,98,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,100,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3672,4,mm,MED,AL35,1x1,1,30,11,102,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,66,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,70,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,72,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,74,4
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,76,7
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,78,6
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,80,3
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,82,11
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,84,4
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,86,4
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,88,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,90,1
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,92,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,96,2
1028,ALB,1977,China (ICCAT program),CHN.ICCAT,LL,LLFB,FL,2,cm (un),siz,3673,4,mm,MED,AL35,ICCAT,0,0,0,104,1
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,45,2
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,53,25
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,54,122
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,55,204
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,56,269
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,57,258
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,58,135
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,59,76
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,60,131
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,61,251
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,62,299
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,63,505
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,64,602
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,65,852
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,66,878
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,67,582
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,68,459
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,69,549
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,70,315
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,71,180
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,72,158
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,73,130
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,74,118
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,75,117
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,76,100
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,77,61
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,78,45
1057,ALB,1998,EU.España,EU.ESP-ES-CANT_ALB,TR,TROL,FL,1,cm (ll),cas,72756,10,mm,MED,AL35,5x5,4,35,0,79,16
